image_name,tags
train_27352,blooming clear cultivation primary
train_27352__fliph,blooming clear cultivation primary
train_27352__flipv,blooming clear cultivation primary
train_27352__rot30,blooming clear cultivation primary
train_27352__rot60,blooming clear cultivation primary
train_27352__trans20_10,blooming clear cultivation primary
train_27367,clear primary road selective_logging water
train_27367__fliph,clear primary road selective_logging water
train_27367__flipv,clear primary road selective_logging water
train_27367__rot30,clear primary road selective_logging water
train_27367__rot60,clear primary road selective_logging water
train_27367__trans20_10,clear primary road selective_logging water
train_27369,agriculture cultivation habitation partly_cloudy primary slash_burn
train_27369__fliph,agriculture cultivation habitation partly_cloudy primary slash_burn
train_27369__flipv,agriculture cultivation habitation partly_cloudy primary slash_burn
train_27369__rot30,agriculture cultivation habitation partly_cloudy primary slash_burn
train_27369__rot60,agriculture cultivation habitation partly_cloudy primary slash_burn
train_27369__trans20_10,agriculture cultivation habitation partly_cloudy primary slash_burn
train_27381,agriculture bare_ground clear water
train_27381__fliph,agriculture bare_ground clear water
train_27381__flipv,agriculture bare_ground clear water
train_27381__rot30,agriculture bare_ground clear water
train_27381__rot60,agriculture bare_ground clear water
train_27381__trans20_10,agriculture bare_ground clear water
train_27433,agriculture cultivation partly_cloudy primary slash_burn
train_27433__fliph,agriculture cultivation partly_cloudy primary slash_burn
train_27433__flipv,agriculture cultivation partly_cloudy primary slash_burn
train_27433__rot30,agriculture cultivation partly_cloudy primary slash_burn
train_27433__rot60,agriculture cultivation partly_cloudy primary slash_burn
train_27433__trans20_10,agriculture cultivation partly_cloudy primary slash_burn
train_27437,blow_down clear primary
train_27437__fliph,blow_down clear primary
train_27437__flipv,blow_down clear primary
train_27437__rot30,blow_down clear primary
train_27437__rot60,blow_down clear primary
train_27437__trans20_10,blow_down clear primary
train_27454,agriculture clear conventional_mine cultivation habitation primary road
train_27454__fliph,agriculture clear conventional_mine cultivation habitation primary road
train_27454__flipv,agriculture clear conventional_mine cultivation habitation primary road
train_27454__rot30,agriculture clear conventional_mine cultivation habitation primary road
train_27454__rot60,agriculture clear conventional_mine cultivation habitation primary road
train_27454__trans20_10,agriculture clear conventional_mine cultivation habitation primary road
train_27457,artisinal_mine clear primary water
train_27457__fliph,artisinal_mine clear primary water
train_27457__flipv,artisinal_mine clear primary water
train_27457__rot30,artisinal_mine clear primary water
train_27457__rot60,artisinal_mine clear primary water
train_27457__trans20_10,artisinal_mine clear primary water
train_27484,artisinal_mine clear primary water
train_27484__fliph,artisinal_mine clear primary water
train_27484__flipv,artisinal_mine clear primary water
train_27484__rot30,artisinal_mine clear primary water
train_27484__rot60,artisinal_mine clear primary water
train_27484__trans20_10,artisinal_mine clear primary water
train_27487,blooming clear primary
train_27487__fliph,blooming clear primary
train_27487__flipv,blooming clear primary
train_27487__rot30,blooming clear primary
train_27487__rot60,blooming clear primary
train_27487__trans20_10,blooming clear primary
train_27496,bare_ground clear primary
train_27496__fliph,bare_ground clear primary
train_27496__flipv,bare_ground clear primary
train_27496__rot30,bare_ground clear primary
train_27496__rot60,bare_ground clear primary
train_27496__trans20_10,bare_ground clear primary
train_27504,artisinal_mine clear primary water
train_27504__fliph,artisinal_mine clear primary water
train_27504__flipv,artisinal_mine clear primary water
train_27504__rot30,artisinal_mine clear primary water
train_27504__rot60,artisinal_mine clear primary water
train_27504__trans20_10,artisinal_mine clear primary water
train_27514,agriculture bare_ground clear habitation primary road slash_burn
train_27514__fliph,agriculture bare_ground clear habitation primary road slash_burn
train_27514__flipv,agriculture bare_ground clear habitation primary road slash_burn
train_27514__rot30,agriculture bare_ground clear habitation primary road slash_burn
train_27514__rot60,agriculture bare_ground clear habitation primary road slash_burn
train_27514__trans20_10,agriculture bare_ground clear habitation primary road slash_burn
train_27546,bare_ground clear primary
train_27546__fliph,bare_ground clear primary
train_27546__flipv,bare_ground clear primary
train_27546__rot30,bare_ground clear primary
train_27546__rot60,bare_ground clear primary
train_27546__trans20_10,bare_ground clear primary
train_27570,agriculture bare_ground clear habitation road
train_27570__fliph,agriculture bare_ground clear habitation road
train_27570__flipv,agriculture bare_ground clear habitation road
train_27570__rot30,agriculture bare_ground clear habitation road
train_27570__rot60,agriculture bare_ground clear habitation road
train_27570__trans20_10,agriculture bare_ground clear habitation road
train_27581,blooming clear primary
train_27581__fliph,blooming clear primary
train_27581__flipv,blooming clear primary
train_27581__rot30,blooming clear primary
train_27581__rot60,blooming clear primary
train_27581__trans20_10,blooming clear primary
train_27585,agriculture clear cultivation habitation primary conventional_mine
train_27585__fliph,agriculture clear cultivation habitation primary conventional_mine
train_27585__flipv,agriculture clear cultivation habitation primary conventional_mine
train_27585__rot30,agriculture clear cultivation habitation primary conventional_mine
train_27585__rot60,agriculture clear cultivation habitation primary conventional_mine
train_27585__trans20_10,agriculture clear cultivation habitation primary conventional_mine
train_27589,clear primary blooming
train_27589__fliph,clear primary blooming
train_27589__flipv,clear primary blooming
train_27589__rot30,clear primary blooming
train_27589__rot60,clear primary blooming
train_27589__trans20_10,clear primary blooming
train_27590,clear primary selective_logging
train_27590__fliph,clear primary selective_logging
train_27590__flipv,clear primary selective_logging
train_27590__rot30,clear primary selective_logging
train_27590__rot60,clear primary selective_logging
train_27590__trans20_10,clear primary selective_logging
train_27612,agriculture bare_ground clear cultivation primary
train_27612__fliph,agriculture bare_ground clear cultivation primary
train_27612__flipv,agriculture bare_ground clear cultivation primary
train_27612__rot30,agriculture bare_ground clear cultivation primary
train_27612__rot60,agriculture bare_ground clear cultivation primary
train_27612__trans20_10,agriculture bare_ground clear cultivation primary
train_27630,bare_ground clear primary water
train_27630__fliph,bare_ground clear primary water
train_27630__flipv,bare_ground clear primary water
train_27630__rot30,bare_ground clear primary water
train_27630__rot60,bare_ground clear primary water
train_27630__trans20_10,bare_ground clear primary water
train_27635,blooming clear primary
train_27635__fliph,blooming clear primary
train_27635__flipv,blooming clear primary
train_27635__rot30,blooming clear primary
train_27635__rot60,blooming clear primary
train_27635__trans20_10,blooming clear primary
train_27651,bare_ground clear primary road
train_27651__fliph,bare_ground clear primary road
train_27651__flipv,bare_ground clear primary road
train_27651__rot30,bare_ground clear primary road
train_27651__rot60,bare_ground clear primary road
train_27651__trans20_10,bare_ground clear primary road
train_27687,agriculture artisinal_mine clear primary
train_27687__fliph,agriculture artisinal_mine clear primary
train_27687__flipv,agriculture artisinal_mine clear primary
train_27687__rot30,agriculture artisinal_mine clear primary
train_27687__rot60,agriculture artisinal_mine clear primary
train_27687__trans20_10,agriculture artisinal_mine clear primary
train_27689,blooming clear primary
train_27689__fliph,blooming clear primary
train_27689__flipv,blooming clear primary
train_27689__rot30,blooming clear primary
train_27689__rot60,blooming clear primary
train_27689__trans20_10,blooming clear primary
train_27694,clear primary road selective_logging
train_27694__fliph,clear primary road selective_logging
train_27694__flipv,clear primary road selective_logging
train_27694__rot30,clear primary road selective_logging
train_27694__rot60,clear primary road selective_logging
train_27694__trans20_10,clear primary road selective_logging
train_27701,clear cultivation primary road slash_burn
train_27701__fliph,clear cultivation primary road slash_burn
train_27701__flipv,clear cultivation primary road slash_burn
train_27701__rot30,clear cultivation primary road slash_burn
train_27701__rot60,clear cultivation primary road slash_burn
train_27701__trans20_10,clear cultivation primary road slash_burn
train_27711,clear primary selective_logging
train_27711__fliph,clear primary selective_logging
train_27711__flipv,clear primary selective_logging
train_27711__rot30,clear primary selective_logging
train_27711__rot60,clear primary selective_logging
train_27711__trans20_10,clear primary selective_logging
train_27746,bare_ground clear primary
train_27746__fliph,bare_ground clear primary
train_27746__flipv,bare_ground clear primary
train_27746__rot30,bare_ground clear primary
train_27746__rot60,bare_ground clear primary
train_27746__trans20_10,bare_ground clear primary
train_27793,bare_ground clear habitation primary road
train_27793__fliph,bare_ground clear habitation primary road
train_27793__flipv,bare_ground clear habitation primary road
train_27793__rot30,bare_ground clear habitation primary road
train_27793__rot60,bare_ground clear habitation primary road
train_27793__trans20_10,bare_ground clear habitation primary road
train_27843,agriculture clear cultivation primary slash_burn
train_27843__fliph,agriculture clear cultivation primary slash_burn
train_27843__flipv,agriculture clear cultivation primary slash_burn
train_27843__rot30,agriculture clear cultivation primary slash_burn
train_27843__rot60,agriculture clear cultivation primary slash_burn
train_27843__trans20_10,agriculture clear cultivation primary slash_burn
train_27861,blooming clear primary
train_27861__fliph,blooming clear primary
train_27861__flipv,blooming clear primary
train_27861__rot30,blooming clear primary
train_27861__rot60,blooming clear primary
train_27861__trans20_10,blooming clear primary
train_27915,agriculture clear primary slash_burn
train_27915__fliph,agriculture clear primary slash_burn
train_27915__flipv,agriculture clear primary slash_burn
train_27915__rot30,agriculture clear primary slash_burn
train_27915__rot60,agriculture clear primary slash_burn
train_27915__trans20_10,agriculture clear primary slash_burn
train_27929,agriculture clear cultivation primary road slash_burn
train_27929__fliph,agriculture clear cultivation primary road slash_burn
train_27929__flipv,agriculture clear cultivation primary road slash_burn
train_27929__rot30,agriculture clear cultivation primary road slash_burn
train_27929__rot60,agriculture clear cultivation primary road slash_burn
train_27929__trans20_10,agriculture clear cultivation primary road slash_burn
train_27961,agriculture conventional_mine habitation partly_cloudy primary road
train_27961__fliph,agriculture conventional_mine habitation partly_cloudy primary road
train_27961__flipv,agriculture conventional_mine habitation partly_cloudy primary road
train_27961__rot30,agriculture conventional_mine habitation partly_cloudy primary road
train_27961__rot60,agriculture conventional_mine habitation partly_cloudy primary road
train_27961__trans20_10,agriculture conventional_mine habitation partly_cloudy primary road
train_27980,artisinal_mine partly_cloudy primary road water
train_27980__fliph,artisinal_mine partly_cloudy primary road water
train_27980__flipv,artisinal_mine partly_cloudy primary road water
train_27980__rot30,artisinal_mine partly_cloudy primary road water
train_27980__rot60,artisinal_mine partly_cloudy primary road water
train_27980__trans20_10,artisinal_mine partly_cloudy primary road water
train_27983,blooming clear primary
train_27983__fliph,blooming clear primary
train_27983__flipv,blooming clear primary
train_27983__rot30,blooming clear primary
train_27983__rot60,blooming clear primary
train_27983__trans20_10,blooming clear primary
train_27999,artisinal_mine clear primary water
train_27999__fliph,artisinal_mine clear primary water
train_27999__flipv,artisinal_mine clear primary water
train_27999__rot30,artisinal_mine clear primary water
train_27999__rot60,artisinal_mine clear primary water
train_27999__trans20_10,artisinal_mine clear primary water
train_28019,artisinal_mine clear primary road water
train_28019__fliph,artisinal_mine clear primary road water
train_28019__flipv,artisinal_mine clear primary road water
train_28019__rot30,artisinal_mine clear primary road water
train_28019__rot60,artisinal_mine clear primary road water
train_28019__trans20_10,artisinal_mine clear primary road water
train_28060,bare_ground clear cultivation habitation primary water
train_28060__fliph,bare_ground clear cultivation habitation primary water
train_28060__flipv,bare_ground clear cultivation habitation primary water
train_28060__rot30,bare_ground clear cultivation habitation primary water
train_28060__rot60,bare_ground clear cultivation habitation primary water
train_28060__trans20_10,bare_ground clear cultivation habitation primary water
train_28109,clear primary selective_logging
train_28109__fliph,clear primary selective_logging
train_28109__flipv,clear primary selective_logging
train_28109__rot30,clear primary selective_logging
train_28109__rot60,clear primary selective_logging
train_28109__trans20_10,clear primary selective_logging
train_28156,artisinal_mine clear primary road water
train_28156__fliph,artisinal_mine clear primary road water
train_28156__flipv,artisinal_mine clear primary road water
train_28156__rot30,artisinal_mine clear primary road water
train_28156__rot60,artisinal_mine clear primary road water
train_28156__trans20_10,artisinal_mine clear primary road water
train_28221,blooming clear primary
train_28221__fliph,blooming clear primary
train_28221__flipv,blooming clear primary
train_28221__rot30,blooming clear primary
train_28221__rot60,blooming clear primary
train_28221__trans20_10,blooming clear primary
train_28249,cultivation partly_cloudy primary slash_burn
train_28249__fliph,cultivation partly_cloudy primary slash_burn
train_28249__flipv,cultivation partly_cloudy primary slash_burn
train_28249__rot30,cultivation partly_cloudy primary slash_burn
train_28249__rot60,cultivation partly_cloudy primary slash_burn
train_28249__trans20_10,cultivation partly_cloudy primary slash_burn
train_28255,bare_ground clear habitation primary road
train_28255__fliph,bare_ground clear habitation primary road
train_28255__flipv,bare_ground clear habitation primary road
train_28255__rot30,bare_ground clear habitation primary road
train_28255__rot60,bare_ground clear habitation primary road
train_28255__trans20_10,bare_ground clear habitation primary road
train_28264,agriculture bare_ground partly_cloudy primary
train_28264__fliph,agriculture bare_ground partly_cloudy primary
train_28264__flipv,agriculture bare_ground partly_cloudy primary
train_28264__rot30,agriculture bare_ground partly_cloudy primary
train_28264__rot60,agriculture bare_ground partly_cloudy primary
train_28264__trans20_10,agriculture bare_ground partly_cloudy primary
train_28268,blooming clear primary
train_28268__fliph,blooming clear primary
train_28268__flipv,blooming clear primary
train_28268__rot30,blooming clear primary
train_28268__rot60,blooming clear primary
train_28268__trans20_10,blooming clear primary
train_28273,agriculture bare_ground clear habitation primary road water
train_28273__fliph,agriculture bare_ground clear habitation primary road water
train_28273__flipv,agriculture bare_ground clear habitation primary road water
train_28273__rot30,agriculture bare_ground clear habitation primary road water
train_28273__rot60,agriculture bare_ground clear habitation primary road water
train_28273__trans20_10,agriculture bare_ground clear habitation primary road water
train_28294,clear conventional_mine habitation primary road
train_28294__fliph,clear conventional_mine habitation primary road
train_28294__flipv,clear conventional_mine habitation primary road
train_28294__rot30,clear conventional_mine habitation primary road
train_28294__rot60,clear conventional_mine habitation primary road
train_28294__trans20_10,clear conventional_mine habitation primary road
train_28297,artisinal_mine clear habitation primary road water
train_28297__fliph,artisinal_mine clear habitation primary road water
train_28297__flipv,artisinal_mine clear habitation primary road water
train_28297__rot30,artisinal_mine clear habitation primary road water
train_28297__rot60,artisinal_mine clear habitation primary road water
train_28297__trans20_10,artisinal_mine clear habitation primary road water
train_28300,clear cultivation primary slash_burn
train_28300__fliph,clear cultivation primary slash_burn
train_28300__flipv,clear cultivation primary slash_burn
train_28300__rot30,clear cultivation primary slash_burn
train_28300__rot60,clear cultivation primary slash_burn
train_28300__trans20_10,clear cultivation primary slash_burn
train_28324,bare_ground clear primary
train_28324__fliph,bare_ground clear primary
train_28324__flipv,bare_ground clear primary
train_28324__rot30,bare_ground clear primary
train_28324__rot60,bare_ground clear primary
train_28324__trans20_10,bare_ground clear primary
train_28333,bare_ground clear primary
train_28333__fliph,bare_ground clear primary
train_28333__flipv,bare_ground clear primary
train_28333__rot30,bare_ground clear primary
train_28333__rot60,bare_ground clear primary
train_28333__trans20_10,bare_ground clear primary
train_28380,clear primary blooming
train_28380__fliph,clear primary blooming
train_28380__flipv,clear primary blooming
train_28380__rot30,clear primary blooming
train_28380__rot60,clear primary blooming
train_28380__trans20_10,clear primary blooming
train_28386,bare_ground clear road
train_28386__fliph,bare_ground clear road
train_28386__flipv,bare_ground clear road
train_28386__rot30,bare_ground clear road
train_28386__rot60,bare_ground clear road
train_28386__trans20_10,bare_ground clear road
train_28408,blooming clear primary
train_28408__fliph,blooming clear primary
train_28408__flipv,blooming clear primary
train_28408__rot30,blooming clear primary
train_28408__rot60,blooming clear primary
train_28408__trans20_10,blooming clear primary
train_28411,bare_ground haze
train_28411__fliph,bare_ground haze
train_28411__flipv,bare_ground haze
train_28411__rot30,bare_ground haze
train_28411__rot60,bare_ground haze
train_28411__trans20_10,bare_ground haze
train_28418,clear primary road selective_logging
train_28418__fliph,clear primary road selective_logging
train_28418__flipv,clear primary road selective_logging
train_28418__rot30,clear primary road selective_logging
train_28418__rot60,clear primary road selective_logging
train_28418__trans20_10,clear primary road selective_logging
train_28456,clear primary selective_logging
train_28456__fliph,clear primary selective_logging
train_28456__flipv,clear primary selective_logging
train_28456__rot30,clear primary selective_logging
train_28456__rot60,clear primary selective_logging
train_28456__trans20_10,clear primary selective_logging
train_28473,agriculture bare_ground clear primary
train_28473__fliph,agriculture bare_ground clear primary
train_28473__flipv,agriculture bare_ground clear primary
train_28473__rot30,agriculture bare_ground clear primary
train_28473__rot60,agriculture bare_ground clear primary
train_28473__trans20_10,agriculture bare_ground clear primary
train_28500,clear cultivation primary road selective_logging
train_28500__fliph,clear cultivation primary road selective_logging
train_28500__flipv,clear cultivation primary road selective_logging
train_28500__rot30,clear cultivation primary road selective_logging
train_28500__rot60,clear cultivation primary road selective_logging
train_28500__trans20_10,clear cultivation primary road selective_logging
train_28507,bare_ground clear primary road
train_28507__fliph,bare_ground clear primary road
train_28507__flipv,bare_ground clear primary road
train_28507__rot30,bare_ground clear primary road
train_28507__rot60,bare_ground clear primary road
train_28507__trans20_10,bare_ground clear primary road
train_28509,artisinal_mine clear primary water
train_28509__fliph,artisinal_mine clear primary water
train_28509__flipv,artisinal_mine clear primary water
train_28509__rot30,artisinal_mine clear primary water
train_28509__rot60,artisinal_mine clear primary water
train_28509__trans20_10,artisinal_mine clear primary water
train_28541,agriculture cultivation partly_cloudy primary road selective_logging
train_28541__fliph,agriculture cultivation partly_cloudy primary road selective_logging
train_28541__flipv,agriculture cultivation partly_cloudy primary road selective_logging
train_28541__rot30,agriculture cultivation partly_cloudy primary road selective_logging
train_28541__rot60,agriculture cultivation partly_cloudy primary road selective_logging
train_28541__trans20_10,agriculture cultivation partly_cloudy primary road selective_logging
train_28557,clear primary selective_logging
train_28557__fliph,clear primary selective_logging
train_28557__flipv,clear primary selective_logging
train_28557__rot30,clear primary selective_logging
train_28557__rot60,clear primary selective_logging
train_28557__trans20_10,clear primary selective_logging
train_28560,bare_ground clear
train_28560__fliph,bare_ground clear
train_28560__flipv,bare_ground clear
train_28560__rot30,bare_ground clear
train_28560__rot60,bare_ground clear
train_28560__trans20_10,bare_ground clear
train_28570,agriculture cultivation partly_cloudy primary slash_burn
train_28570__fliph,agriculture cultivation partly_cloudy primary slash_burn
train_28570__flipv,agriculture cultivation partly_cloudy primary slash_burn
train_28570__rot30,agriculture cultivation partly_cloudy primary slash_burn
train_28570__rot60,agriculture cultivation partly_cloudy primary slash_burn
train_28570__trans20_10,agriculture cultivation partly_cloudy primary slash_burn
train_28611,clear primary road selective_logging
train_28611__fliph,clear primary road selective_logging
train_28611__flipv,clear primary road selective_logging
train_28611__rot30,clear primary road selective_logging
train_28611__rot60,clear primary road selective_logging
train_28611__trans20_10,clear primary road selective_logging
train_28622,agriculture clear primary water conventional_mine
train_28622__fliph,agriculture clear primary water conventional_mine
train_28622__flipv,agriculture clear primary water conventional_mine
train_28622__rot30,agriculture clear primary water conventional_mine
train_28622__rot60,agriculture clear primary water conventional_mine
train_28622__trans20_10,agriculture clear primary water conventional_mine
train_28641,agriculture bare_ground clear habitation primary road
train_28641__fliph,agriculture bare_ground clear habitation primary road
train_28641__flipv,agriculture bare_ground clear habitation primary road
train_28641__rot30,agriculture bare_ground clear habitation primary road
train_28641__rot60,agriculture bare_ground clear habitation primary road
train_28641__trans20_10,agriculture bare_ground clear habitation primary road
train_28663,agriculture blooming clear cultivation primary
train_28663__fliph,agriculture blooming clear cultivation primary
train_28663__flipv,agriculture blooming clear cultivation primary
train_28663__rot30,agriculture blooming clear cultivation primary
train_28663__rot60,agriculture blooming clear cultivation primary
train_28663__trans20_10,agriculture blooming clear cultivation primary
train_28679,agriculture partly_cloudy primary slash_burn
train_28679__fliph,agriculture partly_cloudy primary slash_burn
train_28679__flipv,agriculture partly_cloudy primary slash_burn
train_28679__rot30,agriculture partly_cloudy primary slash_burn
train_28679__rot60,agriculture partly_cloudy primary slash_burn
train_28679__trans20_10,agriculture partly_cloudy primary slash_burn
train_28730,agriculture bare_ground clear
train_28730__fliph,agriculture bare_ground clear
train_28730__flipv,agriculture bare_ground clear
train_28730__rot30,agriculture bare_ground clear
train_28730__rot60,agriculture bare_ground clear
train_28730__trans20_10,agriculture bare_ground clear
train_28732,agriculture clear cultivation primary selective_logging
train_28732__fliph,agriculture clear cultivation primary selective_logging
train_28732__flipv,agriculture clear cultivation primary selective_logging
train_28732__rot30,agriculture clear cultivation primary selective_logging
train_28732__rot60,agriculture clear cultivation primary selective_logging
train_28732__trans20_10,agriculture clear cultivation primary selective_logging
train_28741,clear conventional_mine habitation primary
train_28741__fliph,clear conventional_mine habitation primary
train_28741__flipv,clear conventional_mine habitation primary
train_28741__rot30,clear conventional_mine habitation primary
train_28741__rot60,clear conventional_mine habitation primary
train_28741__trans20_10,clear conventional_mine habitation primary
train_28758,artisinal_mine clear primary water
train_28758__fliph,artisinal_mine clear primary water
train_28758__flipv,artisinal_mine clear primary water
train_28758__rot30,artisinal_mine clear primary water
train_28758__rot60,artisinal_mine clear primary water
train_28758__trans20_10,artisinal_mine clear primary water
train_28771,bare_ground clear primary
train_28771__fliph,bare_ground clear primary
train_28771__flipv,bare_ground clear primary
train_28771__rot30,bare_ground clear primary
train_28771__rot60,bare_ground clear primary
train_28771__trans20_10,bare_ground clear primary
train_28778,artisinal_mine bare_ground clear primary
train_28778__fliph,artisinal_mine bare_ground clear primary
train_28778__flipv,artisinal_mine bare_ground clear primary
train_28778__rot30,artisinal_mine bare_ground clear primary
train_28778__rot60,artisinal_mine bare_ground clear primary
train_28778__trans20_10,artisinal_mine bare_ground clear primary
train_28782,artisinal_mine clear primary water
train_28782__fliph,artisinal_mine clear primary water
train_28782__flipv,artisinal_mine clear primary water
train_28782__rot30,artisinal_mine clear primary water
train_28782__rot60,artisinal_mine clear primary water
train_28782__trans20_10,artisinal_mine clear primary water
train_28821,blooming clear primary
train_28821__fliph,blooming clear primary
train_28821__flipv,blooming clear primary
train_28821__rot30,blooming clear primary
train_28821__rot60,blooming clear primary
train_28821__trans20_10,blooming clear primary
train_28844,clear primary blooming
train_28844__fliph,clear primary blooming
train_28844__flipv,clear primary blooming
train_28844__rot30,clear primary blooming
train_28844__rot60,clear primary blooming
train_28844__trans20_10,clear primary blooming
train_28849,artisinal_mine partly_cloudy primary
train_28849__fliph,artisinal_mine partly_cloudy primary
train_28849__flipv,artisinal_mine partly_cloudy primary
train_28849__rot30,artisinal_mine partly_cloudy primary
train_28849__rot60,artisinal_mine partly_cloudy primary
train_28849__trans20_10,artisinal_mine partly_cloudy primary
train_28850,clear habitation primary selective_logging
train_28850__fliph,clear habitation primary selective_logging
train_28850__flipv,clear habitation primary selective_logging
train_28850__rot30,clear habitation primary selective_logging
train_28850__rot60,clear habitation primary selective_logging
train_28850__trans20_10,clear habitation primary selective_logging
train_28872,artisinal_mine partly_cloudy primary water
train_28872__fliph,artisinal_mine partly_cloudy primary water
train_28872__flipv,artisinal_mine partly_cloudy primary water
train_28872__rot30,artisinal_mine partly_cloudy primary water
train_28872__rot60,artisinal_mine partly_cloudy primary water
train_28872__trans20_10,artisinal_mine partly_cloudy primary water
train_28873,agriculture bare_ground partly_cloudy primary water
train_28873__fliph,agriculture bare_ground partly_cloudy primary water
train_28873__flipv,agriculture bare_ground partly_cloudy primary water
train_28873__rot30,agriculture bare_ground partly_cloudy primary water
train_28873__rot60,agriculture bare_ground partly_cloudy primary water
train_28873__trans20_10,agriculture bare_ground partly_cloudy primary water
train_28878,blooming clear primary
train_28878__fliph,blooming clear primary
train_28878__flipv,blooming clear primary
train_28878__rot30,blooming clear primary
train_28878__rot60,blooming clear primary
train_28878__trans20_10,blooming clear primary
train_28880,agriculture bare_ground clear primary road
train_28880__fliph,agriculture bare_ground clear primary road
train_28880__flipv,agriculture bare_ground clear primary road
train_28880__rot30,agriculture bare_ground clear primary road
train_28880__rot60,agriculture bare_ground clear primary road
train_28880__trans20_10,agriculture bare_ground clear primary road
train_28895,bare_ground clear primary
train_28895__fliph,bare_ground clear primary
train_28895__flipv,bare_ground clear primary
train_28895__rot30,bare_ground clear primary
train_28895__rot60,bare_ground clear primary
train_28895__trans20_10,bare_ground clear primary
train_28907,clear habitation primary slash_burn
train_28907__fliph,clear habitation primary slash_burn
train_28907__flipv,clear habitation primary slash_burn
train_28907__rot30,clear habitation primary slash_burn
train_28907__rot60,clear habitation primary slash_burn
train_28907__trans20_10,clear habitation primary slash_burn
train_28930,blooming clear primary
train_28930__fliph,blooming clear primary
train_28930__flipv,blooming clear primary
train_28930__rot30,blooming clear primary
train_28930__rot60,blooming clear primary
train_28930__trans20_10,blooming clear primary
train_28973,artisinal_mine clear conventional_mine primary road water
train_28973__fliph,artisinal_mine clear conventional_mine primary road water
train_28973__flipv,artisinal_mine clear conventional_mine primary road water
train_28973__rot30,artisinal_mine clear conventional_mine primary road water
train_28973__rot60,artisinal_mine clear conventional_mine primary road water
train_28973__trans20_10,artisinal_mine clear conventional_mine primary road water
train_28997,agriculture clear cultivation primary slash_burn
train_28997__fliph,agriculture clear cultivation primary slash_burn
train_28997__flipv,agriculture clear cultivation primary slash_burn
train_28997__rot30,agriculture clear cultivation primary slash_burn
train_28997__rot60,agriculture clear cultivation primary slash_burn
train_28997__trans20_10,agriculture clear cultivation primary slash_burn
train_29000,bare_ground clear
train_29000__fliph,bare_ground clear
train_29000__flipv,bare_ground clear
train_29000__rot30,bare_ground clear
train_29000__rot60,bare_ground clear
train_29000__trans20_10,bare_ground clear
train_29036,bare_ground clear road
train_29036__fliph,bare_ground clear road
train_29036__flipv,bare_ground clear road
train_29036__rot30,bare_ground clear road
train_29036__rot60,bare_ground clear road
train_29036__trans20_10,bare_ground clear road
train_29093,bare_ground clear conventional_mine primary road
train_29093__fliph,bare_ground clear conventional_mine primary road
train_29093__flipv,bare_ground clear conventional_mine primary road
train_29093__rot30,bare_ground clear conventional_mine primary road
train_29093__rot60,bare_ground clear conventional_mine primary road
train_29093__trans20_10,bare_ground clear conventional_mine primary road
train_29099,artisinal_mine clear primary
train_29099__fliph,artisinal_mine clear primary
train_29099__flipv,artisinal_mine clear primary
train_29099__rot30,artisinal_mine clear primary
train_29099__rot60,artisinal_mine clear primary
train_29099__trans20_10,artisinal_mine clear primary
train_29129,bare_ground clear primary
train_29129__fliph,bare_ground clear primary
train_29129__flipv,bare_ground clear primary
train_29129__rot30,bare_ground clear primary
train_29129__rot60,bare_ground clear primary
train_29129__trans20_10,bare_ground clear primary
train_29152,clear primary selective_logging
train_29152__fliph,clear primary selective_logging
train_29152__flipv,clear primary selective_logging
train_29152__rot30,clear primary selective_logging
train_29152__rot60,clear primary selective_logging
train_29152__trans20_10,clear primary selective_logging
train_29172,bare_ground clear
train_29172__fliph,bare_ground clear
train_29172__flipv,bare_ground clear
train_29172__rot30,bare_ground clear
train_29172__rot60,bare_ground clear
train_29172__trans20_10,bare_ground clear
train_29177,bare_ground clear habitation primary road water
train_29177__fliph,bare_ground clear habitation primary road water
train_29177__flipv,bare_ground clear habitation primary road water
train_29177__rot30,bare_ground clear habitation primary road water
train_29177__rot60,bare_ground clear habitation primary road water
train_29177__trans20_10,bare_ground clear habitation primary road water
train_29222,blooming partly_cloudy primary
train_29222__fliph,blooming partly_cloudy primary
train_29222__flipv,blooming partly_cloudy primary
train_29222__rot30,blooming partly_cloudy primary
train_29222__rot60,blooming partly_cloudy primary
train_29222__trans20_10,blooming partly_cloudy primary
train_29228,agriculture blooming clear primary
train_29228__fliph,agriculture blooming clear primary
train_29228__flipv,agriculture blooming clear primary
train_29228__rot30,agriculture blooming clear primary
train_29228__rot60,agriculture blooming clear primary
train_29228__trans20_10,agriculture blooming clear primary
train_29241,bare_ground clear cultivation primary
train_29241__fliph,bare_ground clear cultivation primary
train_29241__flipv,bare_ground clear cultivation primary
train_29241__rot30,bare_ground clear cultivation primary
train_29241__rot60,bare_ground clear cultivation primary
train_29241__trans20_10,bare_ground clear cultivation primary
train_29246,clear primary selective_logging
train_29246__fliph,clear primary selective_logging
train_29246__flipv,clear primary selective_logging
train_29246__rot30,clear primary selective_logging
train_29246__rot60,clear primary selective_logging
train_29246__trans20_10,clear primary selective_logging
train_29249,agriculture clear primary road water conventional_mine
train_29249__fliph,agriculture clear primary road water conventional_mine
train_29249__flipv,agriculture clear primary road water conventional_mine
train_29249__rot30,agriculture clear primary road water conventional_mine
train_29249__rot60,agriculture clear primary road water conventional_mine
train_29249__trans20_10,agriculture clear primary road water conventional_mine
train_29252,agriculture clear primary road slash_burn
